ID;Straßenname;Schlüssel;Stadtteil;Suchgitter;Beginn_der_Straße;Ende_der_Straße;Umbenannt_in;Erloschen_am;Historisches;Bemerkungen;Beschlussdatum;Gremium;Quelle;Vormals;Erloschen;Beschlussdatum_bis
635;Hemmerstraße;8215;Industriehafen;K,61;Industriestraße;[Wendekreis];;;"Johann Jakob Hemmer (1733-1790), Physiker und Sprachforscher. 
Hemmer war Mitglied der pfälzischen Academie der Wissenschaften und seit 1776 Geistlicher Rat und Direktor des kurfürstlichen physikalischen Kabinetts. Karl Theodor übertrug ihm 1781 die Errichtung eines Meteorologischen Oberservatoriums im Mannheimer Schloss, um täglich Wetterlage, Windrichtung, Temperatur und Luftfeuchigkeit zu messen. Vorausgegangen war die Gründung der Pfälzischen Meteorologischen Gesellschaft (1780), die sich mit Wettervorhersagen beschäftigte. Hemmer erfand den fünfsternigen Blitzableiter, mit dem auf Dekret Carl Theodors alle Schlösser und Pulvertürme ausgerüstet werden mussten. Darüber hinaus betätigte er sich als Sprachforscher. So entwickelte er einen radikalen Vorschlag zur Vereinheitlichung und Reform der Rechtschreibung, wobei er unter anderem die konsequente Kleinschreibung vorsah. 1788 wurde er in den Rang eines Geheimen Rats erhoben.";;01-01-20;Gemeinderat;Straßennamenkartei FB 62 / Straßennamenkartei des Stadtarchives (erstellt 1927 aus 1921);;Nein;01-01-20
973;Luisenring;211;Innenstadt;M,60/61;Parkring;Kurpfalzbrücke;;;"Großherzogin Luise von Baden (1838-1923), Prinzessin von Preußen und Gemahlin des badischen Großherzog Friedrich.
Sie setzte sich stark für den Wohltätigkeitsgedanken ein. Unter ihrem Einsatz schlossen sich 1859 badische Frauenvereine zur ""Verbesserung des Loses verwundeter und kranker Krieger"" zusammen. Aus diesem Komitee entwickelte sich das Rote Kreuz.";"Auf dem Stadtplan von 1907 nachweisbar.
Auf dem Stadtplan von 1875 als Ringstraße eingezeichnet.";;;Straßennamenkartei des FB 62/ Straßennamenkartei des Stadtarchives (erstellt 1927 aus 1921)/ Adressbuch 1919, Stadtarchiv.;Ringstraße;Nein;
1742;Zwickauer Weg;5955;Vogelstang;K,67;Leipziger Straße;[Wendeplatte];;;"Taufbezirk nach Städten der ehemaligen DDR.
Zwickau, kreisfreie Stadt in Sachsen, im nördlichen Erzgebirgsvorland, an der Zwickauer Mulde. Seit 1258 als Stadt genannt.";;01-01-19;Gemeinderat;Straßennamenkartei FB 62;;Nein;01-01-19
638;Herbert-Maisch-Weg;6518;Feudenheim;O,66;Carolus Vocke Ring;[Sackgasse / Ortsrand];;;"Taufbezirk nach Ehrenbürgern bzw. ausgezeichneten Bürgern.
Herbert Maisch (1890-1974), Intendant. 
Maisch leitete 1930-1933 als Intendant das Nationaltheater Mannheim. 1933 wurde er im Zuge der Gleichschaltung von seinem Amt enthoben, da er sich weigerte, den jüdischen Generalmusikdirektor Rosenstock und die jüdischen Schauspieler Kolmer und Alster zu entlassen. Großen Erfolg feierte Maisch mit der Uraufführung ""Die Marneschlacht"" von Paul Joseph Cremer. Während der NS-Zeit arbeitete er als Filmregisseur ( u.a. ""Friedrich Schiller- Triumph eines Genies"" (1940) ), ehe er sich nach dem Zweiten Weltkrieg wieder der Bühne zuwandte. Er leitete von 1947 bis 1959 die Städtischen Bühnen Kölns. Maisch ist Ehrenringträger der Stadt Mannheim.";;01-01-30;Gemeinderat;Straßennamenkartei FB 62 / Straßennamenkartei des Stadtarchives (erstellt 1927 aus 1921);;Nein;01-01-30
989;Mallauweg;7525;Neckarau;R,64;Friedhofstraße;B 38 a;;;"Alter Gewannname, der bereits im 8. Jh. als ""Malinowe"" im Lorscher Urkundenbuch genannt wird.";;;;Straßennamenkartei FB 62 / Straßenmamenkartei des Stadtarchives (erstellt 1927 aus 1921);;Nein;
1763;Finkenstraße;;Waldhof;K,62;Drosselstraße;Amselstraße;;;Taufbezirk nach Vogelnamen;Aufhebung der Straße infolge der Planlegung.  Auf dem Stadtplan von 1955 noch nachweisbar.;;;Straßennamenkartei FB 62 / Straßennamenkartei des Stadtarchives (erstellt 1927 aus 1921);;Nein;
642;Hermann-Hesse-Straße;1170;Neckarstadt;K,62;Herzogenriedstraße;[Wendeplatte];;;"Taufbezirk nach Schriftstellern.
Hermann Hesse (1877-1962), Dichter. 
Hesse, seit 1904 freier Schriftsteller, wurde durch seinen Indienaufenthalt (1911) besonders durch den Buddhismus beeinflusst. Seine Werke spiegeln in der Frühzeit neuromantische und impressionistische Strömungen wieder. Mit dem ""Steppenwolf"" (1927) macht er die Zerrissenheit der ""modernen Seele"" zu seinem Thema. Nachdem er in ""Narziss und Goldmund"" (1930) die Konfrontation des ethischen mit dem ästhetischen Menschen bearbeitet hatte, ist sein, durch westliche und östliche Philosophie geprägtes, Alterswerk ""Glasperlenspiel"" (1943) von dem Streben nach ""universaler Ganzheit"" geprägt. 1946 erhält Hesse sowohl den Nobelpreis für Literatur als auch den Goethepreis. Der Friedenspreis des Deutschen Buchhandels kommt 1955 hinzu.";;01-01-16;Gemeinderat;Straßennamenkartei FB 62 / Straßennamenkartei des Stadtarchives (erstellt 1927 aus 1921);;Nein;01-01-16
990;Malvenweg;3551;Waldhof;H,63;Fuchsienweg;Langer Schlag;;;Taufbezirk mit Pflanzennamen.;;01-01-19;Gemeinderat;Straßennamenkartei FB 62 / Straßenbenennung Bd. 1, FB 62;Trommlerweg;Nein;01-01-19
1767;Franziskusstraße;;Waldhof;J,62;Speckweg;Carl Reuther Straße;Alte Frankfurter Straße;;"Benannt nach der dortigen St. Franziskus Kirche. 
Franz von Assisi (eigtl. Giovanni Bernardone), hl. Franziskus 1181/82-1226, italenischer Ordensstifter.
 
Franz von Assisi stammte aus einer wohlhabenden Kaufmannsfamilie. Nach Krankheit und Bekehrungserlebnissen lebte er seit 1208 als Bettler und Wanderprediger und widmete sich der Pflege der Aussätzigen. 1209 schlossen sich ihm die ersten Gleichgesinnten an. Die schnell wachsende Anhängerschaft verband Franz von Assisi zum »Orden der Minderen Brüder« (Franziskaner, Bettelorden) und verpflichtete sie in einer ersten auf Texten des Neuen Testaments basierenden Regel zu einem Leben in Armut und Buße im Dienst an den Menschen und an der Kirche. Seine Frömmigkeit war bestimmt durch Einfühlsamkeit und Gebet, weniger durch theologische Gelehrsamkeit. Sein berühmtes Gebet »Sonnengesang« von 1224  gilt als erstes Zeugnis italienischer Lyrik. Franz von Assisi wurde bereits 1228 heilig gesprochen. Sein Namenstag ist der 4. Oktober.";Die Straße ist im Adressbuch von 1957 nachweisbar, im Adressbuch von 1941/42 nicht nachweisbar. Die Straße ist im Adressbuch von 1960 zum letzten Mal als offizielle Straße aufgeführt und ist heute Teil des Gelände des Konzerns Bopp und Reuther.;;;Straßennamenkartei FB 62 / Straßennamenkartei des Stadtarchives (erstellt 1927 aus 1921);;Nein;
646;Herrensand;8005;Rheinau;S,66;Wachenburgstraße;Winterstraße;;;Gewannname: Sandäcker sind Gebiete für die Sandgewinnung. Die betreffenden Sandäcker waren im pfalzgräflichen Besitz.;Im Adressbuch von 1929 nachweisbar;;;Straßennamenkartei des FB 62/ Straßennamenkartei des Stadtarchivs (erstellt 1927 aus 1921)/ Adressbuch1929, Stadtarchiv.;;Nein;
992;Mannheimer Straße;5045;Käfertal;L,64;Ladenburger Straße;Neustadter Straße;;;Benannt als Straße, die nach Mannheim geht.;Bereits auf dem Stadtplan von F. Walter: Geschichte Mannheim, 1907.;;;Straßennamenkartei FB 62 / Straßenmamenkartei des Stadtarchives (erstellt 1927 aus 1921)/ Walter: Geschichte Mannheims.;;Nein;
1785;Käfertaler Steinweg;;Käfertaler Wald;J,66/67;Birkenauer Straße;Grenzweg;;;;"Der Waldweg im Käfertaler Wald ist nicht auf dem Stadtplan verzeichnet.
Der Käfertaler Steinweg ist auf der Karte vom Käfertaler Wald eingetragen.";;;Straßennamenkartei des FB 62/ Karte vom Käfertaler Wald, FB 62.;;Nein;
647;Herrlachstraße;7191;Neckarau;Q,63;Neckarauer Straße;Geierstraße;;;Gewannname: Horlach, auch Harloch (altdeutsch: horo) für Sumpf.;Im Adressbuch von 1929 nachweisbar.;;;Straßennamenkartei des FB 62/ Straßennamenkartei des Stadtarchivs (erstellt 1927 aus 1921)/ Adressbuch 1929, Stadtarchiv.;;Nein;
996;Marconistraße;5005;Käfertal;K,64;Galvanistraße;Edisonstraße;;;"Guglielmo Marconi (1874-1937), italienischer Ingenieur und Physiker.
Marconi erfand 1895 die geerdete Sendeantenne und hatte wesentlichen Anteil an der Entwicklung der drahtlosen Nachrichtenübermittlung mit elektromagnetischen Wellen. Marconi entwickelte u.a. den abgestimmten Schwingkreis, die abgestimmte, gekoppelte Sende- und Empfangsantenne, die Hohlspiegel-Richtantenne und den rotierenden Oszillator. 1909 erhielt er mit K.F. Braun den Nobelpreis für Physik.";;01-01-08;Gemeinderat;;;Nein;01-01-08
1794;Ludwig-Ratzel- Straße;;Oststadt;N, 62/63;Otto-Beck-Straße;Josef-Braun-Straße;;;"Prof. Dr. Ludwig Ratzel (1915-1996), Naturwissenschaftler. 
Von 1972-1980 bekleidete der SPD-Politiker das Amt des Mannheimer Oberbürgermeisters. Er widmete sich den Wohnbauprojekten auf der Vogelstang, am Neckarufer-Nord, im Herzogenried und dem Bau des Collinicenters. Die Gas-Versorgung Süddeutschlands, den Ausbau des Großkraftwerkes und die Fernwärme gehörten ebenfalls zu seinen Schwerpunkten.";Ein Teilstück der Otto-Beck-Straße wurde im Oktober 1998 in Ludwig-Ratzel-Straße umbenannt.;;;Straßennamenkartei des FB 62.;Otto Beck (Teilstrecke);Nein;
653;Heumarkt;4451;Seckenheim;P,68;Seckenheimer Hauptstraße;Straße endet als Sackgasse;;;;Im Zuge der Eingemeindung Seckenheims vom 01.10.1930 umbenannt.;;;Straßennamenkartei des FB 62/ Straßennamenkartei des Stadtarchivs (erstellt 1927 aus 1921)/ Atlanten 1-18, Fachbereich für Geodäsie und Vermessung;Fährgasse und Schachtelgasse;Nein;
1002;Marienwerderweg;2945;Schönau;G,62;Kulmer Straße;Graudenzer Linie;;;Marienwerder (Kwidzyn), Stadt in der Woiwodschaft Elblag (Elbing), Polen, am Rand der Weichselniederung. Die 1233 vom Deutschen Orden errichtete Burg wurde 1250 dem Bischof von Pomesanien überlassen, war von 1285 bis zur Reformation Sitz des Domkapitels. 1722 wurde die Stadt Verwaltungssitz des Regierungsbezirks Westpreußen.;Auf dem Stadtplan von 1955 nachweisbar.;;;Straßennamenkartei FB 62/ Stadtplan 1955, Stadtarchiv.;;Nein;
1796;Magnolienweg;;Neckarstadt;L,63;Baumhaselweg;Pappelallee;;;;Die Straße befindet sich zur Zeit auf dem Kasernengelände. 1993 wurde sie aus der Stadtkarte und dem Straßenverzeichnis entfernt.;01-01-15;Gemeinderat;Straßennamenkartei FB 62;;Nein;01-01-15
656;Heydekruger Weg;2981;Schönau;G,62;Kattowitzer Zeile;Straße endet als Sackgasse;;;"Taufbezirk nach polnischen bzw. litauischen Städten.
Heydekrug( litauisch Schilutje), Stadt im Landteil Kleinlitauen, Litauen, im Mündungsgebiet der Memel. 1945-1991 war Litauen Teil der UdSSR. Seither ist es unabhängig.";;01-01-16;Polizeipräsident und Oberbürgermeister;Straßennamenkartei des FB 62/ Straßennamenkartei des Stadtarchivs (erstellt 1927 aus 1921).;;Nein;01-01-16
1003;Marketenderweg;4275;Neuhermsheim;P,63/64;Reiterweg;Hermsheimer Straße;;;"Taufbezirk nach dem Militärwesen.
Marketender, Händler (häufig Frauen), die den Truppen im Krieg und Manöver Lebens-, Genussmittel und Bedarfsgüter verkauften.";Auf dem Stadtplan von 1955 nachweisbar.;;;Straßennamenkartei FB 62/ Stadtplan 1955, Stadtarchiv.;;Nein;
1801;Mühlaubrücke;;Mühlauhafen;N,60;Regattastraße;Werfthallenstraße;;;Die ehemaligen Rheininseln bei Mannheim, die im pfalzgräflichen Besitz waren, führten die Namen Untere und Obere Mühlau. Die Obere Mühlau, auf der sich im 18. Jh. das Mühlauschlösschen befand, ging in der Hafenanlage auf. Die untere Mühlau, die bereits unter pfalzgräflischem Besitz keine Insel mehr war, umfasst die Hauptfläche der Neckarstadt.;;01-01-21;Gemeinderat;Straßennamenkartei FB 62 / Straßenmamenkartei des Stadtarchives (erstellt 1927 aus 1921);;Nein;01-01-21
661;Hirschgasse;4785;Friedrichsfeld;T,68;Gebweilerstraße;Entenstrich;;;Taufbezirk nach Wildtieren;Bereits im Stadtplan 1940 nachweisbar;;;Straßennamenkartei von FB 62/ Stadtplan 1940, Stadtarchiv;;Nein;
1589;Verbindungskanal, Linkes Ufer;285;Mühlauhafen;M,60;Rheinstraße;Neckarvorlandstraße;;;Von 1874 bis 1878 wurde der Verbindungskanal zwischen Mühlauhafen und Neckar angelegt.;Auf dem Stadtplan von 1907 nachweisbar.;;;Straßennamenkartei FB 62;;Nein;
1806;Neuwaldgrenzweg;;Käfertaler Wald;E,62/63/64;Ôstlicher Riedbahnweg;Grenzschneise;;;;Waldweg;;;Straßennamenkartei FB 62;;Nein;
679;Hohensalzaer Straße;3105;Schönau;G,62;Graudenzer Linie;Memeler Straße;;;"Taufbezirk nach ehemals deutschen Siedlungsgebieten.
Hohensalza (polnisch, Inowroclaw): Stadt in der Woiwodschaft, Kujawaien-Pommern, Polen.
Inowroclaw wurde 1185 erstmals erwähnt und erhielte 1250 das Stadtrecht. In den Zeiträumen 1904-1920 und 1939-1945 wurde Inowrclaw in den deutschen Namen Hohensalza umbenannt. Mit der Annexion Polens 1939 fiel Hohensalza zum Deutschen Reich und gehörte zum Reichsgau Posen. Die seit 1945 wieder polnische Stadt ist bekannt für ihr Salzvorkommen und  ihre Salzbäder.";;;;Straßennamenkartei des Fachbereichs für Geodäsie und Vermessung;;Nein;
1591;Verschaffeltstraße;1026;Neckarstadt;M,62;Käfertaler Straße;Lange Rötterstraße;;;"Peter Anton Verschaffelt (1710-1793), flämischer Architekt und Hofbildhauer.
 1752 berief Kurfürst Carl Theodor Verschaffelt als Nachfolger Paul Egells nach Mannheim. Mit ihm zeichnete sich die Stilwende vom Barock und Rokoko zum Früh-Klassizismus ab. Als Direktor der von ihm eingerichteten Zeichnungsakademie baute er das Zeughaus, die Wallfahrtskirche in Oggersheim und das Palais Bretzenheim. Er schuf den Figurenschmuck der Jesuitenkirche und verschiedene Skulpturen für Mannheimer Bauten, den Schwetzinger Schloßpark und das Schloß Benrath (Düsseldorf). Für den Antikensaal ließ er Gipsabgüsse antiker Bildwerke aus Italien nach Mannheim kommen.";Auf dem Stadtplan von 1907 nachweisbar.;;;Straßennamenkartei FB 62 / Straßennamenkartei des Stadtarchives (erstellt 1927 aus 1921);;Nein;
1816;Pechelbronner Straße;;Friedrichsfeld;T,69;Sufflenheimer Straße;Sufflenheimer Straße;;;Pechelbronn, die Kommune Merkviller-Prechlebronn befindet sich  im Departement Bas-Rhin, Arrondissement Wissembourg, Kanton Soultz-sous Forets, Region Elsass, in Frankreich.;"1979 galt die Pechelbronner Straße als Planstraße im Gewann ""Die drei Bäume"". Die Straße wurde nicht realisiert und aus dem Stadtplan entfernt.";01-01-25;Gemeinderat;Straßennamenkartei FB 62 / Straßennamenkartei des Stadtarchives (erstellt 1927 aus 1921);;Nein;01-01-25
685;Holderweg;3705;Gartenstadt;H,63;Waldpforte;Freyastraße;;;"Taufbezirk nach Blumen und Sträuchern.
Gemeint ist hier der Wachholder.";Im Adressbuch 1929 nachweisbar.;;;Straßennamenkartei des FB 62/Straßennamenkartei des Stadtarchivs (erstellt 1927 aus 1921)/ Adressbuch 1929, Stadtarchiv.;;Nein;
1595;Villinger Straße;4435;Seckenheim;Q,68;Freiburger Straße;Zähringer Straße;;;"Taufbezirk nach Orten im Schwarzwald. 
Villingen-Schwenningen, Kreisstadt des Schwarzwald-Baar-Kreises, Baden-Württemberg, am Ost-Rand des Schwarzwalds und auf der Baar. Villingen besitzt seit 999 Marktrecht, seit 1119 das Stadtrecht. 1326-1805 gehörte Villingen zu Vorderösterreich. 1972 wurden Villingen und Schwenningen zu Villingen-Schwenningen vereinigt.";Im Zuge der Eingemeindung am 1.10.1930 wurde die Mittelstraße in Villinger Straße umbenannt.;;;Straßennamenkartei FB 62 / Straßennamenkartei des Stadtarchives (erstellt 1927 aus 1921);Mittelstraße;Nein;
1818;Raupenweg;;Käfertaler Wald;F/G,63;Herrschaftsgraben;Frondgraben;;;;Waldweg nicht im Stadtplan eingezeichnet. Siehe Karte des Käfertaler Waldes.;;;Straßennamenkartei FB 62;;Nein;
688;Holzbauerstraße;801;Neckarstadt;M,62;Max Joseph Straße;Melchiorstraße;;;"Ignaz Holzbauer (1711-1783), österreichischer Komponist. 
Holzbauer war Musikdirektor am Wiener Hoftheater, bevor er 1750 als Hofkapellmeister nach Stuttgart und 1753 in gleicher Stellung nach Mannheim berufen wurde. Holzbauer gehörte zu den herausragenden Vertretern der Mannheimer Schule, die zur Herausbildung der Wiener Klassik beitrugen. Holzbauer schrieb Opern, Symphonien, Konzerte und Kirchenmusik. Zu seinen bekanntesten Werken gehört die Oper ""Günther von Schwarzburg"".";Holzbauerstraße ist im Adressbuch 1929 nachweisbar.;;;Straßennamenkartei des FB 62/ Straßennamenkartei des Stadtarchivs (erstellt 1927 aus 1921)/ Adressbuch 1929, Stadtarchiv;;Nein;
1604;Wacholderstraße;7101;Neckarau;Q,62/63;Adlerstraße;Wingertstraße;;;;Neben Zypressen,-Holunder,- und Traubenstraße;01-01-25;Gemeinderat;Straßennamenkartei FB 62 / Straßenbenennung Bd. 1, FB62;Friedhofsplatz;Nein;01-01-25
1824;Schloßgartenstraße;;Innenstadt;O,61;südliche L Quadrate;südliche L Quadrate;;;;"Ehemalige Landstraße 29.
Auf dem Stadtplan von 1907 nachweisbar.";;;Straßennamenkartei FB 62/ Stadtplan 1907, Stadtarchiv.;Landstraße 292;Ja;
699;Hugo-Wolf-Straße;1685;Oststadt;O,62;Weberstraße;Mühldorfer Straße;;;"Hugo Wolf (1860-1903), österreichischer Komponist und Musikkritiker. 
Wolf gilt als einer der bedeutendsten Gestalter des Klavierliedes zwischen J.Brahms und A.Schönberg. In Mannheim fanden die Uraufführungen seiner Opern ""Der Corregidor"" (1896) und ""Manuel Venegas"" (1903) statt.";Auf dem Stadtplan von 1919 nachweisbar.;;;Straßennamenkartei des FB 62/ Straßennamenkartei des Stadtarchivs (erstellt 1927 aus 1921)/ Stadtplan 1919, Stadtarchiv.;;Nein;
1611;Waldfrieden;3725;Gartenstadt;H,63;Waldpforte;Langer Schlag;;;;Im Adressbuch von 1929 nachweisbar.;;;Straßennamenkartei FB 62 / Straßennamenkartei des Stadtarchives (erstellt 1927 aus 1921);;Nein;
1847;Aufeldweg II;7341;Neckarau;R,62;Neckarauer Waldweg;Rheinbadweg;;;Gewann;Auf dem Stadtplan von 1940 nachweisbar.;;;Straßennamenkartei FB 62;;Nein;
716;Im Lohr;6921;Almenhof;Q,62;Speyerer Straße;Niederfeldstraße;;;Gewann;;01-01-31;Gemeinderat;Straßennamenkartei des FB 62/ Straßennamenkartei des Stadtarchives (erstellt 1927 aus 1921);;Ja;01-01-31
1616;Waldkircher Straße;4565;Seckenheim;Q,68;Schwabenstraße;Meersburger Straße;;;"Waldkirch, Stadt im Landkreis Emmendingen, Baden-Württemberg, an der Elz.
Vor 1283 gegründet und seit 1300 Stadtrecht. 1805 fiel Waldkirch an Baden.";;01-01-16;Gemeinderat;Straßennamenkartei FB 62;;Nein;01-01-16
1854;Bösfeld, Weg III;4227;Seckenheim;Q, 65/66;[Bundsstraße / Unterführung];[Feldweg / Ortsrand];;;Gewann-Name;;01-01-18;Gemeinderat;Straßennamenkartei FB 62 / Straßennamenkartei des Stadtarchives (erstellt 1927 aus 1921);;Nein;01-01-18
723;Im Sennteich;6975;Almenhof;Q,62;Karl Marx Straße;Dreesbachstraße;;;Gewann;;01-01-31;Gemeinderat;Straßennamenkartei des FB 62/ Straßennamenkartei des Stadtarchives (erstellt 1927 aus 1921);;Nein;01-01-31
1632;Walter-Bothe-Straße;775;Friesenheimer Insel;K,60;Einsteinstraße;Einsteinstraße;;;"Taufbezirk nach Wissenschaftlern auf dem Gebiet der Atomphysik.
Walter Bothe (1891-1957), Physiker.  Die ""Bothe -Geigerschen Versuche"" bewiesen die Erhaltung der Energie bei atomaren Vorgängen.  Er stellte mit Prof. W. Kolhörsten erstmalig fest, dass die kosmische Ultrastrahlung geladene Teilchen enthält. Der Professor der Physik erhielt 1952 den Orden ""Pour le merite"" der Friedensklasse und 1954 für seine Arbeiten über kosmische Strahlung (Koinzidenzmessung) und über künstliche Kernumwandlungen zusammen mit M. Born den Nobelpreis für Physik.";;01-01-24;Gemeinderat;Straßennamenkartei FB 62;;Nein;01-01-24
1860;Merkurweg;;Waldhof;I, 65;Lampertheimer Straße;Am Weidenbergel;;;Taufbezirk nach astronomischen Namen.;Nach einem Gemeinderatbeschluss um  den 31.5.2000, auf Anregung des Mannheimer Planetariums.;;Gemeinderat;ZGS: S2/ 80-2;;Nein;
725;Im Wirbel;7745;Rheinau;S,65;Assenheimer Straße;Vor dem Teich;;;;Auf dem Stadtplan von 1955 nachweisbar, nicht im Adressbuch von 1929.;;;Straßennamenkartei des FB 62/ Stadtplan 1955, Stadtarchiv/ Adressbuch 1929, Stadtarchiv;;Nein;
